DATE: 19/11/2022,  TIME: 0:0:0, VMC:21.82%, HUMIDITY: 82.70%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:10:59, VMC:21.37%, HUMIDITY: 80.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:1, VMC:21.44%, HUMIDITY: 81.10%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:4, VMC:20.53%, HUMIDITY: 81.10%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:7, VMC:20.45%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:10, VMC:21.37%, HUMIDITY: 81.20%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:13, VMC:20.53%, HUMIDITY: 81.30%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:11:16, VMC:20.53%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:18, VMC:20.45%, HUMIDITY: 81.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:21, VMC:20.45%, HUMIDITY: 81.30%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:11:24, VMC:20.45%, HUMIDITY: 81.50%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:11:27, VMC:20.45%, HUMIDITY: 81.40%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:11:30, VMC:20.38%, HUMIDITY: 81.60%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:33, VMC:20.38%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:35, VMC:20.38%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:38, VMC:20.45%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:41, VMC:20.38%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:44, VMC:21.29%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:47, VMC:20.45%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:50, VMC:21.29%, HUMIDITY: 81.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:11:52, VMC:20.45%, HUMIDITY: 81.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:11:55, VMC:21.37%, HUMIDITY: 81.20%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:11:58, VMC:20.38%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:1, VMC:20.30%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:4, VMC:20.23%, HUMIDITY: 81.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:7, VMC:20.30%, HUMIDITY: 81.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:10, VMC:21.21%, HUMIDITY: 81.70%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:12, VMC:19.77%, HUMIDITY: 81.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:12:15, VMC:20.30%, HUMIDITY: 81.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:12:18, VMC:21.29%, HUMIDITY: 81.70%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:21, VMC:20.30%, HUMIDITY: 81.60%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:24, VMC:20.38%, HUMIDITY: 81.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:27, VMC:20.30%, HUMIDITY: 81.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:12:29, VMC:20.30%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:32, VMC:20.23%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:35, VMC:21.21%, HUMIDITY: 81.60%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:38, VMC:21.21%, HUMIDITY: 81.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:12:41, VMC:21.21%, HUMIDITY: 81.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:44, VMC:21.21%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:46, VMC:21.21%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:49, VMC:21.21%, HUMIDITY: 81.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:52, VMC:20.15%, HUMIDITY: 81.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:12:55, VMC:20.15%, HUMIDITY: 82.10%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:12:58, VMC:20.30%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:1, VMC:20.15%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:3, VMC:20.15%, HUMIDITY: 81.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:6, VMC:20.15%, HUMIDITY: 82.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:9, VMC:20.15%, HUMIDITY: 82.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:12, VMC:20.15%, HUMIDITY: 81.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:15, VMC:20.15%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:18, VMC:20.15%, HUMIDITY: 82.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:20, VMC:20.07%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:23, VMC:20.15%, HUMIDITY: 81.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:26, VMC:20.07%, HUMIDITY: 81.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:29, VMC:20.07%, HUMIDITY: 81.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:32, VMC:20.07%, HUMIDITY: 81.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:35, VMC:20.07%, HUMIDITY: 81.60%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:37, VMC:20.07%, HUMIDITY: 81.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:40, VMC:19.92%, HUMIDITY: 81.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:43, VMC:19.92%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:46, VMC:19.92%, HUMIDITY: 81.40%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:49, VMC:19.92%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:13:52, VMC:19.92%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:54, VMC:19.92%, HUMIDITY: 81.20%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:13:57, VMC:19.92%, HUMIDITY: 81.20%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:0, VMC:20.83%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:14:3, VMC:19.92%, HUMIDITY: 81.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:6, VMC:19.92%, HUMIDITY: 81.30%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:14:9, VMC:19.77%, HUMIDITY: 81.10%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:14:11, VMC:19.77%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:14, VMC:20.76%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:17, VMC:19.69%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:20, VMC:20.61%, HUMIDITY: 81.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:14:23, VMC:20.45%, HUMIDITY: 81.20%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:26, VMC:20.61%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:29, VMC:20.00%, HUMIDITY: 80.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:31, VMC:19.47%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:34, VMC:20.07%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:37, VMC:20.07%, HUMIDITY: 81.20%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:14:40, VMC:20.07%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:43, VMC:20.07%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:46, VMC:20.07%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:48, VMC:20.07%, HUMIDITY: 80.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:51, VMC:20.07%, HUMIDITY: 80.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:54, VMC:20.83%, HUMIDITY: 80.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:14:57, VMC:20.00%, HUMIDITY: 80.60%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:0, VMC:20.07%, HUMIDITY: 80.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:3, VMC:20.00%, HUMIDITY: 80.30%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:5, VMC:20.07%, HUMIDITY: 80.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:8, VMC:20.00%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:11, VMC:20.99%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:14, VMC:20.07%, HUMIDITY: 80.50%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:17, VMC:20.00%, HUMIDITY: 80.30%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:20, VMC:20.91%, HUMIDITY: 80.50%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:22, VMC:20.83%, HUMIDITY: 80.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:25, VMC:19.92%, HUMIDITY: 80.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:28, VMC:20.53%, HUMIDITY: 80.40%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:31, VMC:19.31%, HUMIDITY: 80.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:34, VMC:19.54%, HUMIDITY: 80.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:37, VMC:20.07%, HUMIDITY: 80.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:39, VMC:19.85%, HUMIDITY: 80.90%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:42, VMC:19.92%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:45, VMC:20.07%, HUMIDITY: 80.90%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:48, VMC:20.15%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:15:51, VMC:20.30%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:54, VMC:21.21%, HUMIDITY: 80.50%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:56, VMC:21.21%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:15:59, VMC:20.15%, HUMIDITY: 80.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:2, VMC:20.07%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:5, VMC:21.06%, HUMIDITY: 80.90%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:8, VMC:20.15%, HUMIDITY: 81.10%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:11, VMC:20.15%, HUMIDITY: 80.90%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:13, VMC:20.30%, HUMIDITY: 81.10%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:16, VMC:20.30%, HUMIDITY: 81.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:19, VMC:20.30%, HUMIDITY: 81.10%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:22, VMC:20.15%, HUMIDITY: 80.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:25, VMC:21.14%, HUMIDITY: 80.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:28, VMC:20.30%, HUMIDITY: 81.00%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:31, VMC:20.15%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:33, VMC:20.15%, HUMIDITY: 81.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:36, VMC:20.15%, HUMIDITY: 80.60%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:39, VMC:20.30%, HUMIDITY: 80.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:42, VMC:19.31%, HUMIDITY: 80.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:45, VMC:21.21%, HUMIDITY: 80.60%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:48, VMC:21.21%, HUMIDITY: 80.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:50, VMC:20.53%, HUMIDITY: 80.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:53, VMC:20.68%, HUMIDITY: 80.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 0:16:56, VMC:20.76%, HUMIDITY: 80.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:16:59, VMC:20.68%, HUMIDITY: 80.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:2, VMC:21.67%, HUMIDITY: 80.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:5, VMC:20.76%, HUMIDITY: 80.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:7, VMC:20.83%, HUMIDITY: 80.60%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:10, VMC:21.75%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:13, VMC:20.83%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:16, VMC:20.76%, HUMIDITY: 80.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:19, VMC:20.76%, HUMIDITY: 80.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 0:17:22, VMC:21.82%, HUMIDITY: 80.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:24, VMC:20.91%, HUMIDITY: 80.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:27, VMC:21.82%, HUMIDITY: 80.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:30, VMC:19.47%, HUMIDITY: 80.70%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:33, VMC:20.91%, HUMIDITY: 80.70%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 0:17:36, VMC:20.91%, HUMIDITY: 80.70%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:39, VMC:21.82%, HUMIDITY: 80.60%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:41, VMC:20.91%, HUMIDITY: 80.40%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:17:44, VMC:20.91%, HUMIDITY: 80.40%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:47, VMC:20.76%, HUMIDITY: 80.30%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:50, VMC:21.82%, HUMIDITY: 80.60%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:53, VMC:21.82%, HUMIDITY: 80.60%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:17:56, VMC:20.76%, HUMIDITY: 80.40%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:17:58, VMC:20.91%, HUMIDITY: 80.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:1, VMC:21.82%, HUMIDITY: 80.60%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 0:18:4, VMC:20.83%, HUMIDITY: 80.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:7, VMC:20.83%, HUMIDITY: 80.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:10, VMC:20.83%, HUMIDITY: 80.90%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:13, VMC:21.82%, HUMIDITY: 81.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:15, VMC:20.83%, HUMIDITY: 80.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:18, VMC:21.82%, HUMIDITY: 81.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:21, VMC:20.83%, HUMIDITY: 81.00%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:24, VMC:20.76%, HUMIDITY: 81.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:27, VMC:21.75%, HUMIDITY: 81.00%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:30, VMC:21.75%, HUMIDITY: 80.90%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:32, VMC:20.91%, HUMIDITY: 80.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:35, VMC:21.75%, HUMIDITY: 81.00%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:38, VMC:20.83%, HUMIDITY: 81.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:18:41, VMC:21.75%, HUMIDITY: 81.10%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:44, VMC:21.82%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:47, VMC:21.82%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:50, VMC:20.91%, HUMIDITY: 81.20%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:52, VMC:21.82%, HUMIDITY: 81.10%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:55, VMC:21.75%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:18:58, VMC:21.75%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:1, VMC:20.76%, HUMIDITY: 81.40%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:4, VMC:20.76%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:7, VMC:20.91%, HUMIDITY: 81.30%,  TEMP: 15.80°C
DATE: 19/11/2022,  TIME: 0:19:9, VMC:21.75%, HUMIDITY: 81.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:12, VMC:20.83%, HUMIDITY: 81.50%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:15, VMC:21.75%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:18, VMC:20.91%, HUMIDITY: 81.50%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:21, VMC:21.82%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:24, VMC:20.91%, HUMIDITY: 81.70%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:26, VMC:21.82%, HUMIDITY: 81.90%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:29, VMC:20.83%, HUMIDITY: 81.70%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:32, VMC:20.83%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:35, VMC:21.67%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:38, VMC:21.75%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:41, VMC:20.83%, HUMIDITY: 82.00%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:43, VMC:21.75%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:19:46, VMC:20.76%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:19:49, VMC:21.67%, HUMIDITY: 81.50%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:19:52, VMC:21.67%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:19:55, VMC:21.75%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:19:58, VMC:20.76%, HUMIDITY: 81.60%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:20:0, VMC:21.67%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:3, VMC:21.67%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:6, VMC:21.67%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:9, VMC:21.67%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:12, VMC:20.76%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:15, VMC:20.76%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:17, VMC:21.59%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:20, VMC:20.68%, HUMIDITY: 82.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:23, VMC:21.67%, HUMIDITY: 82.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:26, VMC:20.68%, HUMIDITY: 82.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:29, VMC:20.68%, HUMIDITY: 82.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:32, VMC:20.68%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:35, VMC:21.59%, HUMIDITY: 82.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:37, VMC:21.59%, HUMIDITY: 82.10%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:20:40, VMC:20.68%, HUMIDITY: 81.90%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:20:43, VMC:20.68%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:46, VMC:21.59%, HUMIDITY: 81.20%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:49, VMC:20.68%, HUMIDITY: 81.40%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:52, VMC:20.61%, HUMIDITY: 81.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:54, VMC:20.68%, HUMIDITY: 81.30%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:20:57, VMC:20.61%, HUMIDITY: 81.10%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:21:0, VMC:20.61%, HUMIDITY: 81.30%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:3, VMC:20.68%, HUMIDITY: 81.40%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:6, VMC:20.61%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:9, VMC:20.61%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:11, VMC:21.44%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:14, VMC:20.53%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:17, VMC:21.44%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:20, VMC:21.52%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:23, VMC:20.61%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:26, VMC:21.44%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:28, VMC:20.53%, HUMIDITY: 81.80%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:31, VMC:21.44%, HUMIDITY: 81.80%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 0:21:34, VMC:20.53%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:37, VMC:20.53%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:40, VMC:20.61%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:43, VMC:20.53%, HUMIDITY: 81.70%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:46, VMC:20.53%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:48, VMC:20.53%, HUMIDITY: 81.50%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:51, VMC:21.44%, HUMIDITY: 81.60%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 0:21:54, VMC:20.61%, HUMIDITY: 81.40%,  TEMP: 16.00°C
